File
year,state_code,state_abbreviation,county_code,county_name,commodity_code,commodity_name,insurance_plan_code,insurance_plan_abbreviation,stage_code,damage_cause_code,damage_description,determined_acres,indemnity_amount
2006,06,CA,077,San Joaquin,0087,TOMATOES,90,,R,12,,327,84567.4000000000
2006,06,CA,077,San Joaquin,0087,TOMATOES,90,,R,31,,133,34450.0000000000
2006,06,CA,077,San Joaquin,0087,TOMATOES,90,,2,31,,322,310985.2500000000
2006,06,CA,077,San Joaquin,0087,TOMATOES,90,,3,31,,101,13452.2500000000
2006,06,CA,077,San Joaquin,0087,TOMATOES,90,,R,61,,6,1536.6000000000
2006,06,CA,077,San Joaquin,0089,PEARS,86,,H,21,,32,36811.9000000000
2006,06,CA,077,San Joaquin,0089,PEARS,86,,H,31,,36,30081.1000000000
2006,06,CA,077,San Joaquin,0089,PEARS,86,,H,51,,35,41748.0000000000
2006,06,CA,077,San Joaquin,0091,BARLEY,90,,UH,31,,1120,66711.0000000000
2006,06,CA,077,San Joaquin,0218,FRESH APRICOTS,86,,H,31,,38,28518.0000000000
2006,06,CA,077,San Joaquin,0219,PROCESSING APRICOTS,86,,UH,21,,22,13696.5000000000
2006,06,CA,077,San Joaquin,0219,PROCESSING APRICOTS,86,,H,31,,22,8200.0000000000
2006,06,CA,077,San Joaquin,0219,PROCESSING APRICOTS,86,,UH,42,,51,31958.5000000000
2006,06,CA,077,San Joaquin,0219,PROCESSING APRICOTS,86,,H,44,,155,22888.0000000000
2006,06,CA,077,San Joaquin,0221,PROCESSING CLING PEACHES,86,,H,21,,87,12848.9000000000
2006,06,CA,077,San Joaquin,0221,PROCESSING CLING PEACHES,86,,H,31,,130,44177.7000000000
2006,06,CA,077,San Joaquin,0221,PROCESSING CLING PEACHES,86,,H,42,,26,11124.4000000000
2006,06,CA,077,San Joaquin,0222,PROCESSING FREESTONE,86,,H,21,,6,3808.0000000000
2006,06,CA,077,San Joaquin,9999,All Other Crops,90,,PT,31,,220,91938.0000000000
2006,06,CA,077,San Joaquin,9999,All Other Crops,86,,H,44,,8,8218.0000000000
2006,06,CA,079,San Luis Obispo,0019,AVOCADOS,46,,H,01,,21,8992.0000000000
2006,06,CA,079,San Luis Obispo,0019,AVOCADOS,46,,H,61,,8,1240.0000000000
2006,06,CA,079,San Luis Obispo,0053,GRAPES,86,,H,12,,299,72772.8000000000
2006,06,CA,079,San Luis Obispo,0053,GRAPES,86,,H,31,,8,6030.0000000000
2006,06,CA,079,San Luis Obispo,0053,GRAPES,86,,H,41,,21,5511.2000000000
2006,06,CA,079,San Luis Obispo,0053,GRAPES,86,,H,44,,83,28366.0000000000
2006,06,CA,079,San Luis Obispo,0053,GRAPES,86,,H,93,,35,2904.0000000000
2006,06,CA,079,San Luis Obispo,0091,BARLEY,90,,H,31,,358,2472.0000000000
2006,06,CA,079,San Luis Obispo,0091,BARLEY,90,,H,44,,380,3140.0000000000
2006,06,CA,079,San Luis Obispo,0091,BARLEY,90,,UH,44,,241,2928.0000000000
2006,06,CA,079,San Luis Obispo,9999,All Other Crops,86,,H,81,,18,8697.0000000000
2006,06,CA,083,Santa Barbara,0053,GRAPES,86,,H,12,,4,2524.5000000000
2006,06,CA,083,Santa Barbara,0053,GRAPES,86,,UH,31,,59,237585.0000000000
2006,06,CA,083,Santa Barbara,0053,GRAPES,86,,H,31,,294,73980.0000000000
2006,06,CA,083,Santa Barbara,0053,GRAPES,86,,H,44,,3,2425.5000000000
2006,06,CA,083,Santa Barbara,0110,STRAWBERRIES,51,,H,41,,50,114233.0000000000
2006,06,CA,083,Santa Barbara,0202,LEMONS,86,,H,71,,30,38502.0000000000
2006,06,CA,085,Santa Clara,9999,All Other Crops,86,,H,31,,83,6937.0000000000
2006,06,CA,087,Santa Cruz,0054,APPLES,86,,UH,12,,15,3548.0000000000
2006,06,CA,087,Santa Cruz,0054,APPLES,86,,UH,31,,15,3548.0000000000
2006,06,CA,093,Siskiyou,0011,WHEAT,44,,H,21,,102,21560.0000000000
2006,06,CA,093,Siskiyou,0011,WHEAT,44,,H,93,,252,34706.0000000000
2006,06,CA,093,Siskiyou,0013,ONIONS,86,,3,21,,167,50034.0000000000
2006,06,CA,093,Siskiyou,0013,ONIONS,86,,P2,44,,55,48941.0000000000
2006,06,CA,093,Siskiyou,0013,ONIONS,86,,3,44,,50,13480.0000000000
2006,06,CA,093,Siskiyou,0084,POTATOES,86,,H,21,,53,3807.0000000000
2006,06,CA,093,Siskiyou,0091,BARLEY,90,,H,21,,180,7829.0000000000
2006,06,CA,093,Siskiyou,0091,BARLEY,90,,H,93,,353,19432.0000000000
2006,06,CA,095,Solano,0011,WHEAT,90,,H,31,,554,25646.0000000000
2006,06,CA,095,Solano,0011,WHEAT,90,,UH,31,,358,38972.0000000000
2006,06,CA,095,Solano,0028,ALMONDS,90,,H,31,,157,137460.0000000000
2006,06,CA,095,Solano,0032,FORAGE SEEDING,50,,P,31,,336,.0000000000
2006,06,CA,095,Solano,0032,FORAGE SEEDING,50,,UH,31,,629,200002.0000000000
2006,06,CA,095,Solano,0032,FORAGE SEEDING,50,,R,31,,50,5375.0000000000
2006,06,CA,095,Solano,0033,FORAGE PRODUCTION,86,,UH,31,,280,35791.0000000000
2006,06,CA,095,Solano,0033,FORAGE PRODUCTION,86,,H,31,,160,47730.0000000000
2006,06,CA,095,Solano,0047,DRY BEANS,90,,H,12,,80,23496.0000000000
2006,06,CA,095,Solano,0047,DRY BEANS,90,,H,31,,30,1447.0000000000
2006,06,CA,095,Solano,0047,DRY BEANS,90,,H,61,,130,32993.0000000000
2006,06,CA,095,Solano,0049,SAFFLOWER,90,,P2,31,,85,8222.0000000000
2006,06,CA,095,Solano,0053,GRAPES,86,,H,12,,16,255.0000000000
2006,06,CA,095,Solano,0053,GRAPES,86,,H,31,,17,6163.0000000000
2006,06,CA,095,Solano,0087,TOMATOES,90,,3,12,,304,58352.0000000000
2006,06,CA,095,Solano,0087,TOMATOES,90,,R,12,,97,25025.0000000000
2006,06,CA,095,Solano,0087,TOMATOES,90,,3,31,,71,21187.0000000000
2006,06,CA,095,Solano,9999,All Other Crops,86,,UH,31,,18,3638.0000000000
2006,06,CA,095,Solano,9999,All Other Crops,86,,H,31,,152,47004.0000000000
2006,06,CA,097,Sonoma,0016,OATS,90,,UH,31,,160,7711.0000000000
2006,06,CA,097,Sonoma,0016,OATS,90,,PT,31,,88,4217.0000000000
2006,06,CA,097,Sonoma,0016,OATS,90,,H,31,,90,975.0000000000
2006,06,CA,097,Sonoma,0053,GRAPES,86,,UH,12,,3,10806.5000000000
2006,06,CA,097,Sonoma,0053,GRAPES,86,,H,12,,34,17153.7000000000
2006,06,CA,097,Sonoma,0053,GRAPES,86,,UH,31,,35,59225.5000000000
2006,06,CA,097,Sonoma,0053,GRAPES,86,,H,31,,95,104206.5000000000
2006,06,CA,097,Sonoma,0053,GRAPES,86,,H,41,,5,201.0000000000
2006,06,CA,097,Sonoma,0053,GRAPES,86,,UH,44,,16,34260.0000000000
2006,06,CA,097,Sonoma,0053,GRAPES,86,,H,44,,147,178887.8000000000
2006,06,CA,097,Sonoma,0054,APPLES,86,,H,12,,12,8759.5000000000
2006,06,CA,097,Sonoma,0054,APPLES,86,,H,31,,300,91478.0000000000
2006,06,CA,097,Sonoma,0054,APPLES,86,,UH,31,,12,1448.0000000000
2006,06,CA,097,Sonoma,0054,APPLES,86,,H,44,,29,12466.5000000000
2006,06,CA,097,Sonoma,0054,APPLES,86,,UH,44,,0,482.0000000000
2006,06,CA,099,Stanislaus,0011,WHEAT,90,,UH,51,,128,24636.0000000000
2006,06,CA,099,Stanislaus,0016,OATS,90,,UH,51,,189,12620.0000000000
2006,06,CA,099,Stanislaus,0018,RICE,44,,H,12,,41,1986.0000000000
2006,06,CA,099,Stanislaus,0018,RICE,44,,PT,31,,80,25812.0000000000
2006,06,CA,099,Stanislaus,0018,RICE,90,,P2,31,,19,1483.0000000000
2006,06,CA,099,Stanislaus,0028,ALMONDS,90,,H,21,,30,25383.0000000000
2006,06,CA,099,Stanislaus,0028,ALMONDS,90,,UH,31,,191,144397.9500000000
2006,06,CA,099,Stanislaus,0028,ALMONDS,90,,H,31,,2153,1349023.2100000000
2006,06,CA,099,Stanislaus,0028,ALMONDS,90,,H,41,,31,29612.4000000000
2006,06,CA,099,Stanislaus,0028,ALMONDS,90,,UH,41,,21,19144.4500000000
2006,06,CA,099,Stanislaus,0028,ALMONDS,90,,H,42,,13,8498.0000000000
2006,06,CA,099,Stanislaus,0028,ALMONDS,90,,UH,42,,8,9208.0000000000
2006,06,CA,099,Stanislaus,0028,ALMONDS,90,,H,44,,374,125047.3900000000
2006,06,CA,099,Stanislaus,0028,ALMONDS,90,,UH,61,,3,5001.6000000000
2006,06,CA,099,Stanislaus,0028,ALMONDS,90,,H,61,,18,9020.0000000000
2006,06,CA,099,Stanislaus,0028,ALMONDS,90,,H,99,,30,7261.0000000000
2006,06,CA,099,Stanislaus,0029,WALNUTS,86,,H,12,,164,76005.2000000000
2006,06,CA,099,Stanislaus,0029,WALNUTS,86,,H,31,,81,39150.8000000000
2006,06,CA,099,Stanislaus,0032,FORAGE SEEDING,50,,UH,51,,40,8600.0000000000
2006,06,CA,099,Stanislaus,0033,FORAGE PRODUCTION,86,,UH,51,,621,403863.0000000000
2006,06,CA,099,Stanislaus,0047,DRY BEANS,90,,H,12,,461,65408.0000000000
2006,06,CA,099,Stanislaus,0047,DRY BEANS,90,,H,31,,5,1374.0000000000
2006,06,CA,099,Stanislaus,0047,DRY BEANS,90,,P2,31,,110,15642.0000000000
2006,06,CA,099,Stanislaus,0053,GRAPES,86,,UH,12,,12,8470.0000000000
2006,06,CA,099,Stanislaus,0053,GRAPES,86,,H,12,,6,1170.0000000000
2006,06,CA,099,Stanislaus,0053,GRAPES,86,,H,31,,6,48.0000000000
2006,06,CA,099,Stanislaus,0057,CHERRIES,51,,H,21,,14,3295.2000000000
2006,06,CA,099,Stanislaus,0057,CHERRIES,51,,H,31,,312,196609.2000000000
2006,06,CA,099,Stanislaus,0057,CHERRIES,51,,UH,31,,270,537776.6000000000
2006,06,CA,099,Stanislaus,0057,CHERRIES,51,,H,44,,14,9537.6000000000
2006,06,CA,099,Stanislaus,0057,CHERRIES,51,,UH,44,,16,33404.4000000000
2006,06,CA,099,Stanislaus,0086,FRESH MARKET TOMATOES,90,,3,12,,71,84325.0000000000
2006,06,CA,099,Stanislaus,0086,FRESH MARKET TOMATOES,90,,2,12,,70,118333.0000000000
2006,06,CA,099,Stanislaus,0087,TOMATOES,90,,2,12,,188,157262.4000000000
2006,06,CA,099,Stanislaus,0087,TOMATOES,90,,1,12,,33,1357.6200000000
2006,06,CA,099,Stanislaus,0087,TOMATOES,90,,R,12,,50,12792.0000000000
2006,06,CA,099,Stanislaus,0087,TOMATOES,90,,3,12,,692,116251.8000000000
2006,06,CA,099,Stanislaus,0087,TOMATOES,90,,3,44,,69,12039.2000000000
2006,06,CA,099,Stanislaus,0087,TOMATOES,90,,2,44,,29,25219.6000000000
2006,06,CA,099,Stanislaus,0087,TOMATOES,90,,1,61,,32,1304.3800000000
2006,06,CA,099,Stanislaus,0218,FRESH APRICOTS,86,,H,31,,308,135699.0000000000
2006,06,CA,099,Stanislaus,0218,FRESH APRICOTS,86,,H,41,,5,663.0000000000
2006,06,CA,099,Stanislaus,0219,PROCESSING APRICOTS,86,,H,12,,45,8719.0000000000
2006,06,CA,099,Stanislaus,0219,PROCESSING APRICOTS,86,,UH,21,,15,14843.4000000000
2006,06,CA,099,Stanislaus,0219,PROCESSING APRICOTS,86,,H,21,,20,18459.0000000000
2006,06,CA,099,Stanislaus,0219,PROCESSING APRICOTS,86,,UH,31,,28,27126.6000000000
2006,06,CA,099,Stanislaus,0219,PROCESSING APRICOTS,86,,H,31,,1581,903155.0000000000
2006,06,CA,099,Stanislaus,0220,FRESH NECTARINES,86,,UH,44,,15,184.0000000000
2006,06,CA,099,Stanislaus,0221,PROCESSING CLING PEACHES,86,,H,31,,104,75636.4000000000
2006,06,CA,099,Stanislaus,0221,PROCESSING CLING PEACHES,86,,H,41,,3,1927.6000000000
2006,06,CA,101,Sutter,0011,WHEAT,90,,H,31,,709,31941.0000000000
2006,06,CA,101,Sutter,0011,WHEAT,90,,UH,31,,154,20280.0000000000
2006,06,CA,101,Sutter,0011,WHEAT,44,,UH,31,,249,38498.0000000000
2006,06,CA,101,Sutter,0011,WHEAT,44,,H,31,,452,48976.0000000000
2006,06,CA,101,Sutter,0018,RICE,90,,H,12,,4489,413752.9500000000
2006,06,CA,101,Sutter,0018,RICE,44,,H,12,,2051,394786.6000000000
2006,06,CA,101,Sutter,0018,RICE,44,,P2,12,,107,30750.4000000000
2006,06,CA,101,Sutter,0018,RICE,44,,PT,31,,914,303442.0000000000
2006,06,CA,101,Sutter,0018,RICE,90,,H,31,,185,16076.8000000000
2006,06,CA,101,Sutter,0018,RICE,90,,P2,31,,421,78629.2000000000
2006,06,CA,101,Sutter,0018,RICE,90,,PT,31,,7088,1624165.0000000000
2006,06,CA,101,Sutter,0018,RICE,44,,H,31,,671,131372.0000000000
2006,06,CA,101,Sutter,0018,RICE,44,,H,44,,268,49824.4000000000
2006,06,CA,101,Sutter,0018,RICE,90,,H,44,,84,13403.2500000000
2006,06,CA,101,Sutter,0018,RICE,90,,P2,44,,47,11599.8000000000
2006,06,CA,101,Sutter,0018,RICE,44,,P2,44,,27,7687.6000000000
2006,06,CA,101,Sutter,0018,RICE,90,,P2,51,,786,172081.0000000000
2006,06,CA,101,Sutter,0018,RICE,44,,H,61,,100,20030.0000000000
2006,06,CA,101,Sutter,0028,ALMONDS,90,,H,12,,39,3009.2000000000
2006,06,CA,101,Sutter,0028,ALMONDS,90,,H,31,,174,46341.5000000000
2006,06,CA,101,Sutter,0028,ALMONDS,90,,H,41,,123,22725.9000000000
2006,06,CA,101,Sutter,0028,ALMONDS,90,,UH,41,,34,65164.0000000000
2006,06,CA,101,Sutter,0028,ALMONDS,90,,H,42,,80,29444.8000000000
2006,06,CA,101,Sutter,0028,ALMONDS,90,,H,44,,80,29183.6000000000
2006,06,CA,101,Sutter,0029,WALNUTS,86,,H,12,,139,28660.1000000000
2006,06,CA,101,Sutter,0029,WALNUTS,86,,H,31,,35,8689.0000000000
2006,06,CA,101,Sutter,0029,WALNUTS,86,,H,41,,21,1763.3000000000
2006,06,CA,101,Sutter,0029,WALNUTS,86,,H,44,,58,29305.6000000000
2006,06,CA,101,Sutter,0036,PRUNES,86,,H,12,,31,18340.0000000000
2006,06,CA,101,Sutter,0036,PRUNES,86,,H,31,,41,22925.0000000000
2006,06,CA,101,Sutter,0036,PRUNES,86,,UH,31,,14,3500.0000000000
2006,06,CA,101,Sutter,0036,PRUNES,86,,H,44,,1,210.0000000000
2006,06,CA,101,Sutter,0047,DRY BEANS,90,,H,12,,320,30055.0000000000
2006,06,CA,101,Sutter,0047,DRY BEANS,90,,P2,31,,120,25073.0000000000
2006,06,CA,101,Sutter,0049,SAFFLOWER,90,,P2,31,,252,11947.0000000000
2006,06,CA,101,Sutter,0087,TOMATOES,90,,R,12,,21,4117.0000000000
2006,06,CA,101,Sutter,0087,TOMATOES,90,,3,12,,468,100155.0000000000
2006,06,CA,101,Sutter,0221,PROCESSING CLING PEACHES,86,,UH,12,,8,5925.8000000000
2006,06,CA,101,Sutter,0221,PROCESSING CLING PEACHES,86,,H,12,,95,62763.8000000000
2006,06,CA,101,Sutter,0221,PROCESSING CLING PEACHES,86,,H,31,,1041,605980.2000000000
2006,06,CA,101,Sutter,0221,PROCESSING CLING PEACHES,86,,UH,31,,64,66751.2000000000
2006,06,CA,101,Sutter,0221,PROCESSING CLING PEACHES,86,,H,41,,9,13551.0000000000
2006,06,CA,101,Sutter,0221,PROCESSING CLING PEACHES,86,,UH,44,,7,2102.0000000000
2006,06,CA,101,Sutter,0221,PROCESSING CLING PEACHES,86,,H,44,,440,313919.0000000000
2006,06,CA,101,Sutter,9999,All Other Crops,86,,H,31,,205,23547.0000000000
2006,06,CA,101,Sutter,9999,All Other Crops,50,,UH,31,,132,28316.0000000000
2006,06,CA,103,Tehama,0028,ALMONDS,90,,H,21,,80,122398.8000000000
2006,06,CA,103,Tehama,0028,ALMONDS,90,,H,31,,263,57434.9000000000
2006,06,CA,103,Tehama,0028,ALMONDS,90,,UH,31,,30,35877.6000000000
2006,06,CA,103,Tehama,0028,ALMONDS,90,,UH,41,,30,33339.6000000000
2006,06,CA,103,Tehama,0028,ALMONDS,90,,H,41,,503,255366.9000000000
2006,06,CA,103,Tehama,0028,ALMONDS,90,,H,42,,397,204092.4000000000
2006,06,CA,103,Tehama,0028,ALMONDS,90,,UH,42,,96,115272.8000000000
2006,06,CA,103,Tehama,0028,ALMONDS,90,,UH,44,,5,11231.0000000000
2006,06,CA,103,Tehama,0028,ALMONDS,90,,H,44,,128,25210.0000000000
2006,06,CA,103,Tehama,0029,WALNUTS,86,,H,12,,134,35425.0000000000
2006,06,CA,103,Tehama,0036,PRUNES,86,,H,12,,427,80868.0000000000
2006,06,CA,103,Tehama,0036,PRUNES,86,,UH,12,,85,62700.0000000000
2006,06,CA,103,Tehama,0036,PRUNES,86,,H,31,,227,117793.5000000000
2006,06,CA,103,Tehama,0036,PRUNES,86,,H,44,,4,-1200.0000000000
2006,06,CA,103,Tehama,0036,PRUNES,86,,UH,44,,5,3800.0000000000
2006,06,CA,103,Tehama,0036,PRUNES,86,,H,61,,5,3397.5000000000
2006,06,CA,103,Tehama,9999,All Other Crops,90,,P2,31,,408,14247.0000000000
2006,06,CA,107,Tulare,0011,WHEAT,44,,H,11,,30,798.0000000000
2006,06,CA,107,Tulare,0011,WHEAT,44,,UH,11,,231,6482.0000000000
2006,06,CA,107,Tulare,0011,WHEAT,90,,H,12,,297,17416.8000000000
2006,06,CA,107,Tulare,0011,WHEAT,90,,H,31,,530,381.0000000000
2006,06,CA,107,Tulare,0011,WHEAT,90,,H,44,,447,26125.2000000000
2006,06,CA,107,Tulare,0022,COTTON EX LONG STAPLE,90,,P2,31,,259,20688.0000000000
2006,06,CA,107,Tulare,0028,ALMONDS,90,,UH,12,,0,267.7800000000
2006,06,CA,107,Tulare,0028,ALMONDS,90,,H,21,,194,397461.1000000000
2006,06,CA,107,Tulare,0028,ALMONDS,90,,H,31,,195,22075.8000000000
2006,06,CA,107,Tulare,0028,ALMONDS,90,,H,41,,168,333110.5000000000
2006,06,CA,107,Tulare,0028,ALMONDS,90,,H,42,,186,39156.2000000000
2006,06,CA,107,Tulare,0028,ALMONDS,90,,H,44,,216,221147.4000000000
2006,06,CA,107,Tulare,0028,ALMONDS,90,,UH,99,,34,26510.2200000000
2006,06,CA,107,Tulare,0033,FORAGE PRODUCTION,86,,H,31,,39,946.0000000000
2006,06,CA,107,Tulare,0033,FORAGE PRODUCTION,86,,H,44,,39,946.0000000000
2006,06,CA,107,Tulare,0036,PRUNES,86,,H,12,,23,5520.0000000000
2006,06,CA,107,Tulare,0036,PRUNES,86,,H,31,,21,6128.0000000000
2006,06,CA,107,Tulare,0036,PRUNES,86,,H,44,,4,2352.0000000000
2006,06,CA,107,Tulare,0037,RAISINS,50,,,31,Excess Moisture/Precipitation/Rain,24,2655.0000000000
2006,06,CA,107,Tulare,0037,RAISINS,50,,RR,31,Excess Moisture/Precipitation/Rain,165,19291.0000000000
2006,06,CA,107,Tulare,0039,SUGAR BEETS,90,,R,31,,73,2774.0000000000
2006,06,CA,107,Tulare,0041,CORN,90,,H,12,,100,2417.0000000000
2006,06,CA,107,Tulare,0049,SAFFLOWER,90,,H,12,,362,16141.6000000000
2006,06,CA,107,Tulare,0049,SAFFLOWER,90,,H,44,,543,24212.4000000000
2006,06,CA,107,Tulare,0052,TABLE GRAPES,86,,H,12,,811,806363.7800000000
2006,06,CA,107,Tulare,0052,TABLE GRAPES,86,,UH,12,,90,152173.3700000000
2006,06,CA,107,Tulare,0052,TABLE GRAPES,86,,UH,21,,37,41499.0000000000
2006,06,CA,107,Tulare,0052,TABLE GRAPES,86,,H,21,,71,65238.3000000000
2006,06,CA,107,Tulare,0052,TABLE GRAPES,86,,H,31,,836,1017842.6600000000
2006,06,CA,107,Tulare,0052,TABLE GRAPES,86,,UH,31,,26,51356.2800000000
2006,06,CA,107,Tulare,0052,TABLE GRAPES,86,,UH,41,,5,6300.0300000000
2006,06,CA,107,Tulare,0052,TABLE GRAPES,86,,H,41,,73,90130.0000000000
2006,06,CA,107,Tulare,0052,TABLE GRAPES,86,,UH,44,,11,22096.3200000000
2006,06,CA,107,Tulare,0052,TABLE GRAPES,86,,H,44,,393,470409.2600000000
2006,06,CA,107,Tulare,0053,GRAPES,86,,UH,12,,13,10755.0000000000
2006,06,CA,107,Tulare,0053,GRAPES,86,,H,12,,373,141055.6000000000
2006,06,CA,107,Tulare,0053,GRAPES,86,,H,21,,19,6419.4000000000
2006,06,CA,107,Tulare,0053,GRAPES,86,,H,31,,554,49414.0000000000
2006,06,CA,107,Tulare,0053,GRAPES,86,,H,41,,24,2918.4000000000
2006,06,CA,107,Tulare,0053,GRAPES,86,,UH,44,,56,19856.0000000000
2006,06,CA,107,Tulare,0053,GRAPES,86,,H,44,,168,33378.6000000000
2006,06,CA,107,Tulare,0054,APPLES,86,,H,12,,8,1672.0000000000
2006,06,CA,107,Tulare,0054,APPLES,86,,H,44,,36,99353.0000000000
2006,06,CA,107,Tulare,0063,ADJUSTED GROSS REVENUE,63,,,0,,0,.0000000000
2006,06,CA,107,Tulare,0063,ADJUSTED GROSS REVENUE,63,,,1,,0,5353.8000000000
2006,06,CA,107,Tulare,0063,ADJUSTED GROSS REVENUE,63,,,12,,0,213628.5100000000
2006,06,CA,107,Tulare,0063,ADJUSTED GROSS REVENUE,63,,,31,,0,71854.0900000000
2006,06,CA,107,Tulare,0063,ADJUSTED GROSS REVENUE,63,,,41,,0,22454.6000000000
2006,06,CA,107,Tulare,0063,ADJUSTED GROSS REVENUE,63,,,42,,0,22310.0000000000
2006,06,CA,107,Tulare,0063,ADJUSTED GROSS REVENUE,63,,,44,,0,40366.0000000000
2006,06,CA,107,Tulare,0092,PLUMS,86,,H,12,,78,42872.5000000000
2006,06,CA,107,Tulare,0092,PLUMS,86,,UH,12,,7,2372.0000000000
2006,06,CA,107,Tulare,0092,PLUMS,86,,UH,21,,32,14335.8000000000
2006,06,CA,107,Tulare,0092,PLUMS,86,,H,21,,102,58366.1500000000
2006,06,CA,107,Tulare,0092,PLUMS,86,,H,31,,242,99832.4000000000
2006,06,CA,107,Tulare,0092,PLUMS,86,,H,41,,120,51450.7000000000
2006,06,CA,107,Tulare,0092,PLUMS,86,,UH,41,,4,2471.2000000000
2006,06,CA,107,Tulare,0092,PLUMS,86,,H,42,,44,19626.0000000000
2006,06,CA,107,Tulare,0092,PLUMS,86,,UH,44,,5,1777.0000000000
2006,06,CA,107,Tulare,0092,PLUMS,86,,H,44,,84,43345.8500000000
2006,06,CA,107,Tulare,0092,PLUMS,86,,H,99,,41,12255.4000000000
2006,06,CA,107,Tulare,0202,LEMONS,86,,H,12,,21,24579.0000000000
2006,06,CA,107,Tulare,0202,LEMONS,86,,H,21,,46,92511.0000000000
2006,06,CA,107,Tulare,0202,LEMONS,86,,H,42,,57,22887.0000000000
2006,06,CA,107,Tulare,0205,MANDARINS,86,,H,12,,68,43885.0000000000
2006,06,CA,107,Tulare,0205,MANDARINS,86,,UH,12,,58,27921.0000000000
2006,06,CA,107,Tulare,0205,MANDARINS,86,,H,31,,10,1235.0000000000
2006,06,CA,107,Tulare,0206,MINNEOLA TANGELOS,86,,UH,12,,17,7483.0000000000
2006,06,CA,107,Tulare,0206,MINNEOLA TANGELOS,86,,H,12,,4,2353.0000000000
2006,06,CA,107,Tulare,0206,MINNEOLA TANGELOS,86,,UH,21,,2,6094.5000000000
2006,06,CA,107,Tulare,0206,MINNEOLA TANGELOS,86,,H,21,,6,4104.3000000000
2006,06,CA,107,Tulare,0206,MINNEOLA TANGELOS,86,,H,31,,53,-89625.3000000000
2006,06,CA,107,Tulare,0206,MINNEOLA TANGELOS,86,,UH,31,,70,230009.5000000000
2006,06,CA,107,Tulare,0206,MINNEOLA TANGELOS,86,,H,44,,3,1350.0000000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,51,,UH,01,,30,14040.5000000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,51,,H,01,,287,164423.1000000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,51,,H,12,,2070,916595.2800000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,86,,H,12,,2329,830826.7400000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,51,,UH,12,,92,98306.7000000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,86,,UH,12,,304,285718.3100000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,51,,H,21,,70,22876.8700000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,86,,UH,21,,8,7347.4800000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,51,,UH,21,,4,2488.2000000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,86,,H,21,,480,168451.5200000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,86,,H,31,,305,118622.6900000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,51,,UH,31,,52,43140.4000000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,51,,H,31,,218,117813.0000000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,86,,UH,31,,77,108565.6600000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,86,,UH,41,,5,2056.8000000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,86,,H,41,,28,13036.6000000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,86,,UH,42,,8,3841.5000000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,51,,H,42,,7,5953.1500000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,86,,H,42,,96,18247.2500000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,86,,H,43,,28,40365.0000000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,86,,UH,44,,51,60023.2500000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,86,,H,44,,208,111435.2000000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,51,,H,44,,81,21784.6000000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,51,,UH,44,,5,6685.2000000000
2006,06,CA,107,Tulare,0215,NAVEL ORANGES,51,,H,99,,70,52732.0000000000
2006,06,CA,107,Tulare,0216,SWEET ORANGES,86,,H,12,,17,12091.2000000000
2006,06,CA,107,Tulare,0216,SWEET ORANGES,86,,H,31,,7,6946.8000000000
2006,06,CA,107,Tulare,0217,VALENCIA ORANGES,86,,H,12,,1425,559090.1900000000
2006,06,CA,107,Tulare,0217,VALENCIA ORANGES,86,,UH,12,,241,110311.6000000000
2006,06,CA,107,Tulare,0217,VALENCIA ORANGES,86,,UH,21,,25,12977.5000000000
2006,06,CA,107,Tulare,0217,VALENCIA ORANGES,86,,H,21,,120,51992.7500000000
2006,06,CA,107,Tulare,0217,VALENCIA ORANGES,86,,H,31,,254,130029.2500000000
2006,06,CA,107,Tulare,0217,VALENCIA ORANGES,86,,UH,31,,5,2939.9000000000
2006,06,CA,107,Tulare,0217,VALENCIA ORANGES,86,,UH,41,,13,17326.0000000000
2006,06,CA,107,Tulare,0217,VALENCIA ORANGES,86,,H,41,,2,-6922.0000000000
2006,06,CA,107,Tulare,0217,VALENCIA ORANGES,86,,H,42,,0,85.0100000000
2006,06,CA,107,Tulare,0217,VALENCIA ORANGES,86,,H,44,,42,20927.8000000000
