File
year,state_code,state_abbreviation,county_code,county_name,commodity_code,commodity_name,insurance_plan_code,insurance_plan_abbreviation,stage_code,damage_cause_code,damage_description,determined_acres,indemnity_amount
1989,06,CA,001,Alameda,9999,All Other Crops,90,APH,0H,12,Heat,000000000052,
1989,06,CA,001,Alameda,9999,All Other Crops,90,APH,UH,12,Heat,000000006508,
1989,06,CA,007,Butte,0028,ALMONDS,90,APH,04,31,Excess Moisture/Precip/Rain,000000615897,
1989,06,CA,007,Butte,0028,ALMONDS,90,APH,0H,31,Excess Moisture/Precip/Rain,000001606100,
1989,06,CA,007,Butte,0028,ALMONDS,90,APH,0H,32,Poor Drainage,000000012866,
1989,06,CA,007,Butte,0028,ALMONDS,90,APH,0H,44,Cold Wet Weather,000000050063,
1989,06,CA,007,Butte,0029,WALNUTS,86,APH,04,12,Heat,000000015029,
1989,06,CA,007,Butte,0029,WALNUTS,86,APH,0H,12,Heat,000000002442,
1989,06,CA,007,Butte,0029,WALNUTS,86,APH,0H,31,Excess Moisture/Precip/Rain,000000031817,
1989,06,CA,007,Butte,0036,PRUNES,86,APH,04,12,Heat,000000003400,
1989,06,CA,007,Butte,0036,PRUNES,86,APH,0H,12,Heat,000000002100,
1989,06,CA,007,Butte,0036,PRUNES,86,APH,0H,41,Frost,000000048600,
1989,06,CA,007,Butte,0077,STONEFRUIT,86,APH,0H,12,Heat,000000004884,
1989,06,CA,011,Colusa,0011,WHEAT,90,APH,UH,93,Wildlife,000000020082,
1989,06,CA,011,Colusa,0028,ALMONDS,90,APH,04,31,Excess Moisture/Precip/Rain,000000010628,
1989,06,CA,011,Colusa,0028,ALMONDS,90,APH,0H,31,Excess Moisture/Precip/Rain,000000122417,
1989,06,CA,011,Colusa,0039,SUGAR BEETS,90,APH,02,12,Heat,000000059035,
1989,06,CA,011,Colusa,0047,DRY BEANS,90,APH,0H,31,Excess Moisture/Precip/Rain,000000009332,
1989,06,CA,011,Colusa,0047,DRY BEANS,90,APH,UH,31,Excess Moisture/Precip/Rain,000000008388,
1989,06,CA,011,Colusa,0087,TOMATOES,86,APH,01,31,Excess Moisture/Precip/Rain,000000005535,
1989,06,CA,011,Colusa,0087,TOMATOES,86,APH,02,31,Excess Moisture/Precip/Rain,000000184922,
1989,06,CA,011,Colusa,0087,TOMATOES,86,APH,03,31,Excess Moisture/Precip/Rain,000000031392,
1989,06,CA,011,Colusa,0087,TOMATOES,86,APH,03,62,Hot Wind,000000080312,
1989,06,CA,019,Fresno,0011,WHEAT,90,APH,0H,12,Heat,000000006198,
1989,06,CA,019,Fresno,0011,WHEAT,90,APH,UH,12,Heat,000000001962,
1989,06,CA,019,Fresno,0028,ALMONDS,90,APH,04,00,,000000022699,
1989,06,CA,019,Fresno,0028,ALMONDS,90,APH,04,12,Heat,000000009114,
1989,06,CA,019,Fresno,0028,ALMONDS,90,APH,04,31,Excess Moisture/Precip/Rain,000000016909,
1989,06,CA,019,Fresno,0028,ALMONDS,90,APH,0H,21,Hail,000000020840,
1989,06,CA,019,Fresno,0028,ALMONDS,90,APH,0H,31,Excess Moisture/Precip/Rain,000000057936,
1989,06,CA,019,Fresno,0028,ALMONDS,90,APH,0H,99,Other (Snow-Lightning-Etc.),000000002399,
1989,06,CA,019,Fresno,0037,RAISINS,50,DOL,00,31,Excess Moisture/Precip/Rain,000018274162,
1989,06,CA,019,Fresno,0037,RAISINS,50,DOL,00,32,Poor Drainage,000000033270,
1989,06,CA,019,Fresno,0037,RAISINS,50,DOL,00,99,Other (Snow-Lightning-Etc.),000000062015,
1989,06,CA,019,Fresno,0039,SUGAR BEETS,90,APH,02,81,Plant Disease,000000047905,
1989,06,CA,019,Fresno,0049,SAFFLOWER,90,APH,0H,12,Heat,000000200556,
1989,06,CA,019,Fresno,0049,SAFFLOWER,90,APH,0H,21,Hail,000000033047,
1989,06,CA,019,Fresno,0049,SAFFLOWER,90,APH,UH,11,Drought,000000002668,
1989,06,CA,019,Fresno,0052,TABLE GRAPES,86,APH,0H,12,Heat,000000015431,
1989,06,CA,019,Fresno,0052,TABLE GRAPES,86,APH,0H,31,Excess Moisture/Precip/Rain,000000266661,
1989,06,CA,019,Fresno,0052,TABLE GRAPES,86,APH,UH,31,Excess Moisture/Precip/Rain,000000004577,
1989,06,CA,019,Fresno,0053,GRAPES,86,APH,04,31,Excess Moisture/Precip/Rain,000000000548,
1989,06,CA,019,Fresno,0053,GRAPES,86,APH,0H,21,Hail,000000116146,
1989,06,CA,019,Fresno,0053,GRAPES,86,APH,UH,21,Hail,000000068450,
1989,06,CA,019,Fresno,0060,FIGS,86,APH,0H,31,Excess Moisture/Precip/Rain,000000060814,
1989,06,CA,019,Fresno,0087,TOMATOES,86,APH,03,12,Heat,000000162715,
1989,06,CA,019,Fresno,0087,TOMATOES,86,APH,03,44,Cold Wet Weather,000000003160,
1989,06,CA,019,Fresno,0091,BARLEY,90,APH,UH,11,Drought,000000008345,
1989,06,CA,021,Glenn,0011,WHEAT,90,APH,04,21,Hail,000000030265,
1989,06,CA,021,Glenn,0011,WHEAT,90,APH,04,44,Cold Wet Weather,000000003860,
1989,06,CA,021,Glenn,0028,ALMONDS,90,APH,04,31,Excess Moisture/Precip/Rain,000000086733,
1989,06,CA,021,Glenn,0028,ALMONDS,90,APH,0H,31,Excess Moisture/Precip/Rain,000000018581,
1989,06,CA,021,Glenn,0028,ALMONDS,90,APH,0H,44,Cold Wet Weather,000000000535,
1989,06,CA,021,Glenn,0047,DRY BEANS,90,APH,04,31,Excess Moisture/Precip/Rain,000000010601,
1989,06,CA,021,Glenn,0047,DRY BEANS,90,APH,0H,31,Excess Moisture/Precip/Rain,000000018027,
1989,06,CA,021,Glenn,0047,DRY BEANS,90,APH,UH,31,Excess Moisture/Precip/Rain,000000007332,
1989,06,CA,029,Kern,0011,WHEAT,90,APH,0H,12,Heat,000000002155,
1989,06,CA,029,Kern,0011,WHEAT,90,APH,UH,12,Heat,000000005143,
1989,06,CA,029,Kern,0021,COTTON,90,APH,0H,12,Heat,000000003237,
1989,06,CA,029,Kern,0021,COTTON,90,APH,0H,31,Excess Moisture/Precip/Rain,000000239195,
1989,06,CA,029,Kern,0028,ALMONDS,90,APH,0H,21,Hail,000000021632,
1989,06,CA,029,Kern,0028,ALMONDS,90,APH,0H,31,Excess Moisture/Precip/Rain,000000169739,
1989,06,CA,029,Kern,0028,ALMONDS,90,APH,0H,44,Cold Wet Weather,000000016140,
1989,06,CA,029,Kern,0037,RAISINS,50,DOL,00,31,Excess Moisture/Precip/Rain,000000147131,
1989,06,CA,029,Kern,0052,TABLE GRAPES,86,APH,0H,21,Hail,000000000571,
1989,06,CA,029,Kern,0053,GRAPES,86,APH,0H,42,Freeze,000000015610,
1989,06,CA,029,Kern,0054,APPLES,86,APH,01,42,Freeze,000000076311,
1989,06,CA,029,Kern,0054,APPLES,86,APH,04,42,Freeze,000000017255,
1989,06,CA,029,Kern,0054,APPLES,86,APH,08,42,Freeze,000000025298,
1989,06,CA,029,Kern,0091,BARLEY,90,APH,UH,11,Drought,000000004333,
1989,06,CA,031,Kings,0011,WHEAT,90,APH,0H,11,Drought,000000000915,
1989,06,CA,031,Kings,0011,WHEAT,90,APH,UH,11,Drought,000000000777,
1989,06,CA,031,Kings,0021,COTTON,90,APH,04,71,Insects,000000009859,
1989,06,CA,031,Kings,0021,COTTON,90,APH,0H,71,Insects,000000016471,
1989,06,CA,031,Kings,0037,RAISINS,50,DOL,00,31,Excess Moisture/Precip/Rain,000000047708,
1989,06,CA,031,Kings,0039,SUGAR BEETS,90,APH,02,71,Insects,000000205421,
1989,06,CA,031,Kings,0039,SUGAR BEETS,90,APH,0R,41,Frost,000000047559,
1989,06,CA,031,Kings,0049,SAFFLOWER,90,APH,UH,11,Drought,000000033236,
1989,06,CA,031,Kings,0053,GRAPES,86,APH,0H,42,Freeze,000000002370,
1989,06,CA,031,Kings,0091,BARLEY,90,APH,UH,11,Drought,000000021326,
1989,06,CA,033,Lake,9999,All Other Crops,86,APH,UH,31,Excess Moisture/Precip/Rain,000000014400,
1989,06,CA,039,Madera,0028,ALMONDS,90,APH,0H,31,Excess Moisture/Precip/Rain,000000087470,
1989,06,CA,039,Madera,0028,ALMONDS,90,APH,0H,42,Freeze,000000002508,
1989,06,CA,039,Madera,0028,ALMONDS,90,APH,0H,44,Cold Wet Weather,000000070563,
1989,06,CA,039,Madera,0028,ALMONDS,90,APH,0H,61,Wind/Excess Wind,000000015746,
1989,06,CA,039,Madera,0037,RAISINS,50,DOL,00,31,Excess Moisture/Precip/Rain,000010532891,
1989,06,CA,039,Madera,0037,RAISINS,50,DOL,00,99,Other (Snow-Lightning-Etc.),000000110343,
1989,06,CA,039,Madera,0053,GRAPES,86,APH,0H,12,Heat,000000015110,
1989,06,CA,039,Madera,0053,GRAPES,86,APH,0H,21,Hail,000000001130,
1989,06,CA,039,Madera,0053,GRAPES,86,APH,0H,31,Excess Moisture/Precip/Rain,000000002850,
1989,06,CA,039,Madera,0060,FIGS,86,APH,0H,31,Excess Moisture/Precip/Rain,000000126910,
1989,06,CA,039,Madera,0060,FIGS,86,APH,UH,31,Excess Moisture/Precip/Rain,000000032319,
1989,06,CA,047,Merced,0028,ALMONDS,90,APH,04,31,Excess Moisture/Precip/Rain,000000071728,
1989,06,CA,047,Merced,0028,ALMONDS,90,APH,0H,31,Excess Moisture/Precip/Rain,000000963501,
1989,06,CA,047,Merced,0028,ALMONDS,90,APH,0H,44,Cold Wet Weather,000000001732,
1989,06,CA,047,Merced,0028,ALMONDS,90,APH,UH,31,Excess Moisture/Precip/Rain,000000010242,
1989,06,CA,047,Merced,0036,PRUNES,86,APH,0H,31,Excess Moisture/Precip/Rain,000000000700,
1989,06,CA,047,Merced,0037,RAISINS,50,DOL,00,31,Excess Moisture/Precip/Rain,000000771697,
1989,06,CA,047,Merced,0047,DRY BEANS,90,APH,0H,31,Excess Moisture/Precip/Rain,000000027518,
1989,06,CA,047,Merced,0053,GRAPES,86,APH,0H,31,Excess Moisture/Precip/Rain,000000000510,
1989,06,CA,047,Merced,0054,APPLES,86,APH,04,96,Fruit Set Failure,000000019271,
1989,06,CA,047,Merced,0060,FIGS,86,APH,0H,31,Excess Moisture/Precip/Rain,000000086343,
1989,06,CA,047,Merced,0087,TOMATOES,86,APH,02,31,Excess Moisture/Precip/Rain,-00000001952,
1989,06,CA,047,Merced,0087,TOMATOES,86,APH,03,12,Heat,000000015053,
1989,06,CA,047,Merced,0087,TOMATOES,86,APH,03,31,Excess Moisture/Precip/Rain,000000040540,
1989,06,CA,053,Monterey,9999,All Other Crops,90,APH,01,11,Drought,000000008176,
1989,06,CA,053,Monterey,9999,All Other Crops,90,APH,01,12,Heat,000000000144,
1989,06,CA,053,Monterey,9999,All Other Crops,90,APH,01,93,Wildlife,000000001543,
1989,06,CA,053,Monterey,9999,All Other Crops,90,APH,04,11,Drought,000000002460,
1989,06,CA,053,Monterey,9999,All Other Crops,90,APH,04,12,Heat,000000000615,
1989,06,CA,053,Monterey,9999,All Other Crops,90,APH,0H,11,Drought,000000001523,
1989,06,CA,065,Riverside,9999,All Other Crops,90,APH,01,11,Drought,000000543163,
1989,06,CA,065,Riverside,9999,All Other Crops,90,APH,04,11,Drought,000000111201,
1989,06,CA,065,Riverside,9999,All Other Crops,90,APH,04,12,Heat,000000003403,
1989,06,CA,065,Riverside,9999,All Other Crops,90,APH,04,71,Insects,000000001275,
1989,06,CA,065,Riverside,9999,All Other Crops,90,APH,0H,11,Drought,000000023147,
1989,06,CA,065,Riverside,9999,All Other Crops,90,APH,0H,42,Freeze,000000008039,
1989,06,CA,065,Riverside,9999,All Other Crops,90,APH,0H,93,Wildlife,000000000601,
1989,06,CA,065,Riverside,9999,All Other Crops,90,APH,UH,11,Drought,000000138527,
1989,06,CA,065,Riverside,9999,All Other Crops,90,APH,UH,12,Heat,000000006052,
1989,06,CA,065,Riverside,9999,All Other Crops,90,APH,UH,42,Freeze,000000003554,
1989,06,CA,065,Riverside,9999,All Other Crops,90,APH,UH,93,Wildlife,000000001226,
1989,06,CA,067,Sacramento,0011,WHEAT,90,APH,04,12,Heat,000000025292,
1989,06,CA,067,Sacramento,0011,WHEAT,90,APH,0H,41,Frost,000000003766,
1989,06,CA,067,Sacramento,0018,RICE,84,APH,04,44,Cold Wet Weather,000000014511,
1989,06,CA,067,Sacramento,0049,SAFFLOWER,90,APH,0H,12,Heat,000000000022,
1989,06,CA,067,Sacramento,0087,TOMATOES,86,APH,01,31,Excess Moisture/Precip/Rain,000000003127,
1989,06,CA,067,Sacramento,0087,TOMATOES,86,APH,01,81,Plant Disease,000000000347,
1989,06,CA,067,Sacramento,0087,TOMATOES,86,APH,02,31,Excess Moisture/Precip/Rain,000000299415,
1989,06,CA,067,Sacramento,0087,TOMATOES,86,APH,02,81,Plant Disease,-00000001338,
1989,06,CA,067,Sacramento,0087,TOMATOES,86,APH,03,31,Excess Moisture/Precip/Rain,000000138851,
1989,06,CA,067,Sacramento,0087,TOMATOES,86,APH,03,81,Plant Disease,000000003632,
1989,06,CA,067,Sacramento,0091,BARLEY,90,APH,0H,41,Frost,000000001190,
1989,06,CA,069,San Benito,9999,All Other Crops,86,APH,0H,12,Heat,000000004084,
1989,06,CA,069,San Benito,9999,All Other Crops,86,APH,0H,13,Failure Irrig Supply,000000007725,
1989,06,CA,069,San Benito,9999,All Other Crops,90,APH,01,11,Drought,000000001717,
1989,06,CA,069,San Benito,9999,All Other Crops,90,APH,01,12,Heat,000000000191,
1989,06,CA,069,San Benito,9999,All Other Crops,90,APH,0H,11,Drought,000000000359,
1989,06,CA,069,San Benito,9999,All Other Crops,90,APH,0H,12,Heat,000000035646,
1989,06,CA,069,San Benito,9999,All Other Crops,90,APH,0H,31,Excess Moisture/Precip/Rain,000000000711,
1989,06,CA,069,San Benito,9999,All Other Crops,90,APH,UH,11,Drought,000000115690,
1989,06,CA,069,San Benito,9999,All Other Crops,90,APH,UH,12,Heat,000000000668,
1989,06,CA,077,San Joaquin,0011,WHEAT,90,APH,0H,12,Heat,000000004452,
1989,06,CA,077,San Joaquin,0028,ALMONDS,90,APH,04,31,Excess Moisture/Precip/Rain,000000471626,
1989,06,CA,077,San Joaquin,0028,ALMONDS,90,APH,04,93,Wildlife,000000007982,
1989,06,CA,077,San Joaquin,0028,ALMONDS,90,APH,0H,00,,-00000003789,
1989,06,CA,077,San Joaquin,0028,ALMONDS,90,APH,0H,31,Excess Moisture/Precip/Rain,000001290350,
1989,06,CA,077,San Joaquin,0028,ALMONDS,90,APH,UH,31,Excess Moisture/Precip/Rain,000000067055,
1989,06,CA,077,San Joaquin,0029,WALNUTS,86,APH,04,12,Heat,000000019273,
1989,06,CA,077,San Joaquin,0029,WALNUTS,86,APH,04,31,Excess Moisture/Precip/Rain,000000044969,
1989,06,CA,077,San Joaquin,0029,WALNUTS,86,APH,0H,12,Heat,000000001960,
1989,06,CA,077,San Joaquin,0029,WALNUTS,86,APH,0H,31,Excess Moisture/Precip/Rain,000000005783,
1989,06,CA,077,San Joaquin,0039,SUGAR BEETS,90,APH,02,81,Plant Disease,000000030036,
1989,06,CA,077,San Joaquin,0039,SUGAR BEETS,90,APH,0R,81,Plant Disease,000000002438,
1989,06,CA,077,San Joaquin,0053,GRAPES,86,APH,01,12,Heat,000000008103,
1989,06,CA,077,San Joaquin,0053,GRAPES,86,APH,01,31,Excess Moisture/Precip/Rain,000000132220,
1989,06,CA,077,San Joaquin,0053,GRAPES,86,APH,04,12,Heat,000000012102,
1989,06,CA,077,San Joaquin,0053,GRAPES,86,APH,04,31,Excess Moisture/Precip/Rain,000000105261,
1989,06,CA,077,San Joaquin,0053,GRAPES,86,APH,0H,12,Heat,000000136698,
1989,06,CA,077,San Joaquin,0053,GRAPES,86,APH,0H,31,Excess Moisture/Precip/Rain,-00000032822,
1989,06,CA,077,San Joaquin,0053,GRAPES,86,APH,UH,12,Heat,000000281451,
1989,06,CA,077,San Joaquin,0053,GRAPES,86,APH,UH,31,Excess Moisture/Precip/Rain,000000198479,
1989,06,CA,077,San Joaquin,0087,TOMATOES,86,APH,01,12,Heat,000000010498,
1989,06,CA,077,San Joaquin,0087,TOMATOES,86,APH,01,31,Excess Moisture/Precip/Rain,000000004914,
1989,06,CA,077,San Joaquin,0087,TOMATOES,86,APH,01,81,Plant Disease,000000000546,
1989,06,CA,077,San Joaquin,0087,TOMATOES,86,APH,02,31,Excess Moisture/Precip/Rain,000000651451,
1989,06,CA,077,San Joaquin,0087,TOMATOES,86,APH,03,31,Excess Moisture/Precip/Rain,000000129393,
1989,06,CA,077,San Joaquin,0087,TOMATOES,86,APH,04,31,Excess Moisture/Precip/Rain,000000116651,
1989,06,CA,077,San Joaquin,0087,TOMATOES,86,APH,04,81,Plant Disease,000000003672,
1989,06,CA,079,San Luis Obispo,9999,All Other Crops,90,APH,0H,11,Drought,000000102921,
1989,06,CA,079,San Luis Obispo,9999,All Other Crops,90,APH,UH,11,Drought,000000072241,
1989,06,CA,093,Siskiyou,9999,All Other Crops,86,APH,04,13,Failure Irrig Supply,000000006904,
1989,06,CA,093,Siskiyou,9999,All Other Crops,86,APH,04,31,Excess Moisture/Precip/Rain,000000005523,
1989,06,CA,093,Siskiyou,9999,All Other Crops,86,APH,04,93,Wildlife,000000003451,
1989,06,CA,093,Siskiyou,9999,All Other Crops,90,APH,01,41,Frost,000000000326,
1989,06,CA,093,Siskiyou,9999,All Other Crops,90,APH,04,41,Frost,000000030356,
1989,06,CA,093,Siskiyou,9999,All Other Crops,90,APH,04,42,Freeze,000000000975,
1989,06,CA,093,Siskiyou,9999,All Other Crops,90,APH,0H,41,Frost,000000017131,
1989,06,CA,093,Siskiyou,9999,All Other Crops,90,APH,0H,42,Freeze,000000020930,
1989,06,CA,095,Solano,0011,WHEAT,90,APH,0H,11,Drought,000000032094,
1989,06,CA,095,Solano,0028,ALMONDS,90,APH,0H,31,Excess Moisture/Precip/Rain,000000068490,
1989,06,CA,095,Solano,0039,SUGAR BEETS,90,APH,02,31,Excess Moisture/Precip/Rain,000000003880,
1989,06,CA,095,Solano,0039,SUGAR BEETS,90,APH,02,71,Insects,000000056783,
1989,06,CA,095,Solano,0039,SUGAR BEETS,90,APH,02,81,Plant Disease,000000160328,
1989,06,CA,095,Solano,0039,SUGAR BEETS,90,APH,0R,12,Heat,000000008508,
1989,06,CA,095,Solano,0039,SUGAR BEETS,90,APH,0R,81,Plant Disease,000000003328,
1989,06,CA,095,Solano,0049,SAFFLOWER,90,APH,0H,31,Excess Moisture/Precip/Rain,000000017523,
1989,06,CA,095,Solano,0049,SAFFLOWER,90,APH,0H,71,Insects,000000015840,
1989,06,CA,095,Solano,0087,TOMATOES,86,APH,02,31,Excess Moisture/Precip/Rain,000001520910,
1989,06,CA,095,Solano,0087,TOMATOES,86,APH,03,31,Excess Moisture/Precip/Rain,000000244545,
1989,06,CA,095,Solano,0087,TOMATOES,86,APH,03,81,Plant Disease,000000002036,
1989,06,CA,095,Solano,0087,TOMATOES,86,APH,04,31,Excess Moisture/Precip/Rain,000000009050,
1989,06,CA,097,Sonoma,9999,All Other Crops,86,APH,0H,31,Excess Moisture/Precip/Rain,000000006510,
1989,06,CA,097,Sonoma,9999,All Other Crops,86,APH,UH,31,Excess Moisture/Precip/Rain,000000000891,
1989,06,CA,099,Stanislaus,0011,WHEAT,90,APH,0H,12,Heat,000000008355,
1989,06,CA,099,Stanislaus,0028,ALMONDS,90,APH,04,31,Excess Moisture/Precip/Rain,000000636026,
1989,06,CA,099,Stanislaus,0028,ALMONDS,90,APH,0H,21,Hail,000000009825,
1989,06,CA,099,Stanislaus,0028,ALMONDS,90,APH,0H,31,Excess Moisture/Precip/Rain,000001501570,
1989,06,CA,099,Stanislaus,0028,ALMONDS,90,APH,0H,44,Cold Wet Weather,000000015821,
1989,06,CA,099,Stanislaus,0028,ALMONDS,90,APH,UH,31,Excess Moisture/Precip/Rain,000000018782,
1989,06,CA,099,Stanislaus,0029,WALNUTS,86,APH,0H,12,Heat,000000003810,
1989,06,CA,099,Stanislaus,0037,RAISINS,50,DOL,00,31,Excess Moisture/Precip/Rain,000000252070,
1989,06,CA,099,Stanislaus,0047,DRY BEANS,90,APH,0H,31,Excess Moisture/Precip/Rain,000000090701,
1989,06,CA,099,Stanislaus,0077,STONEFRUIT,86,APH,0H,31,Excess Moisture/Precip/Rain,000000005565,
1989,06,CA,099,Stanislaus,0077,STONEFRUIT,86,APH,0H,41,Frost,000000006256,
1989,06,CA,099,Stanislaus,0077,STONEFRUIT,86,APH,0H,44,Cold Wet Weather,000000009783,
1989,06,CA,099,Stanislaus,0087,TOMATOES,86,APH,01,12,Heat,000000011384,
1989,06,CA,099,Stanislaus,0087,TOMATOES,86,APH,01,81,Plant Disease,000000017076,
1989,06,CA,099,Stanislaus,0087,TOMATOES,86,APH,02,31,Excess Moisture/Precip/Rain,000000195118,
1989,06,CA,099,Stanislaus,0087,TOMATOES,86,APH,03,31,Excess Moisture/Precip/Rain,000000120632,
1989,06,CA,099,Stanislaus,0091,BARLEY,90,APH,0H,41,Frost,000000000488,
1989,06,CA,101,Sutter,0011,WHEAT,90,APH,04,31,Excess Moisture/Precip/Rain,000000002127,
1989,06,CA,101,Sutter,0011,WHEAT,90,APH,0H,51,Flood,000000031863,
1989,06,CA,101,Sutter,0011,WHEAT,90,APH,0H,81,Plant Disease,000000008577,
1989,06,CA,101,Sutter,0028,ALMONDS,90,APH,04,31,Excess Moisture/Precip/Rain,000000004811,
1989,06,CA,101,Sutter,0028,ALMONDS,90,APH,0H,31,Excess Moisture/Precip/Rain,000000043637,
1989,06,CA,101,Sutter,0028,ALMONDS,90,APH,0H,44,Cold Wet Weather,000000009051,
1989,06,CA,101,Sutter,0029,WALNUTS,86,APH,0H,31,Excess Moisture/Precip/Rain,000000143494,
1989,06,CA,101,Sutter,0036,PRUNES,86,APH,0H,12,Heat,000000062650,
1989,06,CA,101,Sutter,0036,PRUNES,86,APH,0H,21,Hail,000000014150,
1989,06,CA,101,Sutter,0036,PRUNES,86,APH,0H,31,Excess Moisture/Precip/Rain,000000047800,
1989,06,CA,101,Sutter,0039,SUGAR BEETS,90,APH,02,12,Heat,000000002373,
1989,06,CA,101,Sutter,0039,SUGAR BEETS,90,APH,02,81,Plant Disease,000000023992,
1989,06,CA,101,Sutter,0047,DRY BEANS,90,APH,0H,12,Heat,000000004004,
1989,06,CA,101,Sutter,0047,DRY BEANS,90,APH,0H,31,Excess Moisture/Precip/Rain,000000070317,
1989,06,CA,101,Sutter,0047,DRY BEANS,90,APH,0H,44,Cold Wet Weather,000000000929,
1989,06,CA,101,Sutter,0047,DRY BEANS,90,APH,UH,31,Excess Moisture/Precip/Rain,000000010120,
1989,06,CA,101,Sutter,0049,SAFFLOWER,90,APH,0H,11,Drought,000000023147,
1989,06,CA,101,Sutter,0049,SAFFLOWER,90,APH,0H,12,Heat,000000008726,
1989,06,CA,101,Sutter,0049,SAFFLOWER,90,APH,0H,13,Failure Irrig Supply,000000008726,
1989,06,CA,101,Sutter,0049,SAFFLOWER,90,APH,UH,11,Drought,000000004971,
1989,06,CA,101,Sutter,0087,TOMATOES,86,APH,01,31,Excess Moisture/Precip/Rain,000000142035,
1989,06,CA,101,Sutter,0087,TOMATOES,86,APH,02,31,Excess Moisture/Precip/Rain,000000470137,
1989,06,CA,101,Sutter,0087,TOMATOES,86,APH,03,12,Heat,000000025411,
1989,06,CA,101,Sutter,0087,TOMATOES,86,APH,03,31,Excess Moisture/Precip/Rain,000000130737,
1989,06,CA,101,Sutter,0087,TOMATOES,86,APH,04,31,Excess Moisture/Precip/Rain,000000019505,
1989,06,CA,103,Tehama,0011,WHEAT,90,APH,01,31,Excess Moisture/Precip/Rain,000000003566,
1989,06,CA,103,Tehama,0011,WHEAT,90,APH,04,31,Excess Moisture/Precip/Rain,-00000000068,
1989,06,CA,103,Tehama,0028,ALMONDS,90,APH,04,31,Excess Moisture/Precip/Rain,000000264681,
1989,06,CA,103,Tehama,0028,ALMONDS,90,APH,0H,31,Excess Moisture/Precip/Rain,000000061699,
1989,06,CA,103,Tehama,0036,PRUNES,86,APH,04,31,Excess Moisture/Precip/Rain,000000050150,
1989,06,CA,107,Tulare,0011,WHEAT,90,APH,UH,11,Drought,000000005384,
1989,06,CA,107,Tulare,0021,COTTON,90,APH,0H,12,Heat,000000013406,
1989,06,CA,107,Tulare,0021,COTTON,90,APH,0H,71,Insects,000000019952,
1989,06,CA,107,Tulare,0028,ALMONDS,90,APH,04,21,Hail,000000001019,
1989,06,CA,107,Tulare,0028,ALMONDS,90,APH,04,93,Wildlife,000000001528,
1989,06,CA,107,Tulare,0028,ALMONDS,90,APH,0H,21,Hail,000000006099,
1989,06,CA,107,Tulare,0028,ALMONDS,90,APH,0H,44,Cold Wet Weather,000000105410,
1989,06,CA,107,Tulare,0029,WALNUTS,86,APH,0H,61,Wind/Excess Wind,000000000234,
1989,06,CA,107,Tulare,0037,RAISINS,50,DOL,00,31,Excess Moisture/Precip/Rain,000001264544,
1989,06,CA,107,Tulare,0037,RAISINS,50,DOL,00,99,Other (Snow-Lightning-Etc.),000000090722,
1989,06,CA,107,Tulare,0039,SUGAR BEETS,90,APH,02,31,Excess Moisture/Precip/Rain,000000009331,
1989,06,CA,107,Tulare,0049,SAFFLOWER,90,APH,UH,11,Drought,000000041839,
1989,06,CA,107,Tulare,0052,TABLE GRAPES,86,APH,0H,31,Excess Moisture/Precip/Rain,000000009504,
1989,06,CA,107,Tulare,0053,GRAPES,86,APH,04,21,Hail,000000000078,
1989,06,CA,107,Tulare,0053,GRAPES,86,APH,0H,21,Hail,000000000390,
1989,06,CA,107,Tulare,0053,GRAPES,86,APH,0H,31,Excess Moisture/Precip/Rain,000000007800,
1989,06,CA,107,Tulare,0077,STONEFRUIT,86,APH,0H,31,Excess Moisture/Precip/Rain,000000015127,
1989,06,CA,107,Tulare,0091,BARLEY,90,APH,01,11,Drought,000000002036,
1989,06,CA,107,Tulare,0091,BARLEY,90,APH,04,11,Drought,000000000199,
1989,06,CA,107,Tulare,0091,BARLEY,90,APH,UH,11,Drought,000000005879,
1989,06,CA,107,Tulare,0091,BARLEY,90,APH,UH,12,Heat,000000001001,
1989,06,CA,113,Yolo,0011,WHEAT,90,APH,04,12,Heat,000000031028,
1989,06,CA,113,Yolo,0011,WHEAT,90,APH,0H,12,Heat,000000042093,
1989,06,CA,113,Yolo,0011,WHEAT,90,APH,0H,42,Freeze,000000006684,
1989,06,CA,113,Yolo,0011,WHEAT,90,APH,0H,81,Plant Disease,000000011211,
1989,06,CA,113,Yolo,0028,ALMONDS,90,APH,0H,31,Excess Moisture/Precip/Rain,000000057972,
1989,06,CA,113,Yolo,0028,ALMONDS,90,APH,0H,44,Cold Wet Weather,000000004496,
1989,06,CA,113,Yolo,0029,WALNUTS,86,APH,04,12,Heat,000000008689,
1989,06,CA,113,Yolo,0039,SUGAR BEETS,90,APH,01,12,Heat,000000012424,
1989,06,CA,113,Yolo,0039,SUGAR BEETS,90,APH,01,81,Plant Disease,000000008282,
1989,06,CA,113,Yolo,0039,SUGAR BEETS,90,APH,02,71,Insects,000000091648,
1989,06,CA,113,Yolo,0039,SUGAR BEETS,90,APH,02,81,Plant Disease,000000255856,
1989,06,CA,113,Yolo,0039,SUGAR BEETS,90,APH,0R,12,Heat,000000001960,
1989,06,CA,113,Yolo,0047,DRY BEANS,90,APH,0H,31,Excess Moisture/Precip/Rain,000000016407,
1989,06,CA,113,Yolo,0049,SAFFLOWER,90,APH,01,11,Drought,000000038915,
1989,06,CA,113,Yolo,0049,SAFFLOWER,90,APH,01,12,Heat,000000008398,
